model	mode	startdt	enddt	duration	offdays	notes
alice_kosmos	online	2023-01-06T22:57Z	2023-01-07T04:22Z	325		
alice_kosmos	online	2023-01-08T21:03Z	2023-01-09T05:13Z	490	1	
alice_kosmos	online	2023-01-19T21:48Z	2023-01-20T04:29Z	401	10	
alice_kosmos	online	2023-01-20T21:18Z	2023-01-21T02:10Z	292		
alice_kosmos	online	2023-01-21T21:18Z	2023-01-22T03:49Z	391		
alice_kosmos	online	2023-01-23T21:45Z	2023-01-24T05:31Z	466	1	
alice_kosmos	online	2023-01-28T21:54Z	2023-01-29T04:49Z	415	4	
alice_kosmos	online	2023-01-29T23:27Z	2023-01-30T06:16Z	409		
alice_kosmos	online	2023-01-30T22:48Z	2023-01-31T04:19Z	331		
alice_kosmos	online	2023-02-01T21:21Z	2023-02-02T08:34Z	673		
alice_kosmos	online	2023-02-04T22:18Z	2023-02-05T06:31Z	493	2	
alice_kosmos	online	2023-03-06T20:45Z	2023-03-07T02:25Z	340	29	🔝; new apartment
alice_kosmos	online	2023-03-07T21:03Z	2023-03-07T23:10Z	127		offline 21:40 to 21:59
alice_kosmos	online	2023-03-17T20:57Z	2023-03-18T04:28Z	451	9	
alice_kosmos	online	2023-03-20T21:18Z	2023-03-21T05:22Z	484	2	
alice_kosmos	online	2023-03-23T23:15Z	2023-03-24T05:28Z	373	2	
alice_kosmos	online	2023-03-31T22:39Z	2023-04-01T04:58Z	379	7	
alice_kosmos	online	2023-04-01T23:03Z	2023-04-02T03:40Z	277		
alice_kosmos	online	2023-04-02T22:57Z	2023-04-03T05:22Z	385		
alice_kosmos	online	2023-04-06T01:06Z	2023-04-06T05:13Z	247	2	
alice_kosmos	online	2023-04-25T21:54Z	2023-04-26T06:46Z	532	19	
alice_kosmos	online	2023-04-26T22:24Z	2023-04-27T06:58Z	514		
alice_kosmos	online	2023-04-27T21:18Z	2023-04-28T04:52Z	454		
alice_kosmos	online	2023-04-29T22:00Z	2023-04-30T06:52Z	532	1	
alice_kosmos	online	2023-05-01T21:15Z	2023-05-02T05:31Z	496		
alice_kosmos	online	2023-05-02T22:18Z	2023-05-03T02:01Z	223		
alice_kosmos	online	2023-05-04T22:03Z	2023-05-05T04:58Z	415	1	
alice_kosmos	online	2023-05-05T22:48Z	2023-05-06T02:28Z	220		
alice_kosmos	online	2023-05-06T21:30Z	2023-05-07T05:37Z	487		
alice_kosmos	online	2023-05-07T22:15Z	2023-05-08T07:10Z	535		
alice_kosmos	online	2023-05-09T22:21Z	2023-05-10T07:10Z	529	1	
alice_kosmos	online	2023-05-13T03:24Z	2023-05-13T06:13Z	169	2	
alice_kosmos	online	2023-05-13T23:03Z	2023-05-14T06:43Z	460		
alice_kosmos	online	2023-05-19T00:21Z	2023-05-19T08:07Z	466	4	
alice_kosmos	online	2023-05-19T22:54Z	2023-05-20T05:49Z	415		
alice_kosmos	online	2023-05-20T23:06Z	2023-05-21T06:28Z	442		
alice_kosmos	online	2023-05-22T00:48Z	2023-05-22T08:37Z	469		
alice_kosmos	online	2023-05-23T23:39Z	2023-05-24T05:22Z	343	1	
alice_kosmos	online	2023-05-25T00:42Z	2023-05-25T06:25Z	343		
alice_kosmos	online	2023-05-25T23:51Z	2023-05-26T07:01Z	430		offline 04:10 to 04:56
alice_kosmos	online	2023-05-27T23:21Z	2023-05-28T05:10Z	349	1	
alice_kosmos	online	2023-05-30T22:57Z	2023-05-31T03:55Z	298	2	
alice_kosmos	online	2023-06-22T19:36Z	2023-06-23T00:46Z	310	22	
alice_kosmos	online	2023-07-04T23:12Z	2023-07-05T05:13Z	361	11	
alice_kosmos	online	2023-07-12T20:18Z	2023-07-13T00:37Z	259	7	connection degraded
alice_kosmos	online	2023-07-13T20:03Z	2023-07-14T00:46Z	283		
alice_kosmos	online	2023-07-25T22:36Z	2023-07-26T01:43Z	187	11	
alice_kosmos	online	2023-07-27T21:48Z	2023-07-28T03:46Z	358	1	connection degraded
alice_kosmos	online	2023-07-31T22:12Z	2023-08-01T05:28Z	436	3	
alice_kosmos	online	2023-08-05T23:33Z	2023-08-06T05:46Z	373	4	
alice_kosmos	online	2023-08-06T23:00Z	2023-08-07T04:13Z	313		
alice_kosmos	online	2023-08-07T22:30Z	2023-08-08T04:28Z	358		
alice_kosmos	online	2023-08-13T21:18Z	2023-08-14T00:31Z	193	5	
alice_kosmos	online	2023-08-15T22:09Z	2023-08-16T02:22Z	253	1	
alice_kosmos	online	2023-08-16T22:21Z	2023-08-17T02:13Z	232		
alice_kosmos	online	2023-08-19T21:54Z	2023-08-20T02:13Z	259	2	
alice_kosmos	online	2023-08-28T21:33Z	2023-08-29T02:19Z	286	8	
alice_kosmos	online	2023-09-01T22:00Z	2023-09-02T02:40Z	280	3	
alice_kosmos	online	2023-09-03T23:03Z	2023-09-04T01:46Z	163	1	
alice_kosmos	online	2023-09-29T22:54Z	2023-09-30T03:16Z	262	25	🔝
alice_kosmos	online	2023-10-02T23:33Z	2023-10-03T04:01Z	268	2	
alice_kosmos	online	2023-10-03T23:33Z	2023-10-04T05:16Z	343		
alice_kosmos	online	2023-10-04T22:06Z	2023-10-05T05:16Z	430		
alice_kosmos	online	2023-10-06T23:06Z	2023-10-07T04:49Z	343	1	
alice_kosmos	online	2023-10-07T21:57Z	2023-10-08T03:46Z	349		
alice_kosmos	online	2023-10-09T21:39Z	2023-10-10T05:46Z	487	1	
alice_kosmos	online	2023-10-11T22:42Z	2023-10-12T05:07Z	385	1	
alice_kosmos	online	2023-10-14T22:36Z	2023-10-15T07:10Z	514	2	
alice_kosmos	online	2023-10-15T23:09Z	2023-10-16T05:49Z	400		
alice_kosmos	online	2023-10-21T00:27Z	2023-10-21T06:07Z	340	4	
alice_kosmos	online	2023-10-25T20:15Z	2023-10-26T08:07Z	712	4	
alice_kosmos	online	2023-10-27T23:06Z	2023-10-28T08:43Z	577	1	
alice_kosmos	online	2023-10-28T22:58Z	2023-10-29T08:34Z	576		
alice_kosmos	online	2023-10-29T23:18Z	2023-10-30T06:37Z	439		
alice_kosmos	online	2023-10-31T01:00Z	2023-10-31T07:40Z	400		
alice_kosmos	online	2023-11-09T16:06Z	2023-11-10T01:43Z	577	9	
alice_kosmos	online	2023-11-10T15:51Z	2023-11-11T00:43Z	532		
alice_kosmos	online	2023-11-11T17:24Z	2023-11-11T23:04Z	340		
alice_kosmos	online	2023-11-12T17:30Z	2023-11-13T05:34Z	724		offline 06:01 to 07:02
alice_kosmos	online	2023-11-13T18:27Z	2023-11-14T05:07Z	640		
alice_kosmos	online	2023-11-14T19:30Z	2023-11-15T05:19Z	589		
alice_kosmos	online	2023-11-15T18:00Z	2023-11-16T05:49Z	709		offline 23:22 to 23:41
alice_kosmos	online	2023-11-19T20:48Z	2023-11-20T05:46Z	538	3	
alice_kosmos	online	2023-11-20T21:09Z	2023-11-21T05:19Z	490		
alice_kosmos	online	2023-11-22T21:30Z	2023-11-23T04:25Z	415	1	
alice_kosmos	online	2023-11-23T22:21Z	2023-11-24T06:37Z	496		offline 00:58 to 01:47
alice_kosmos	online	2023-11-24T22:30Z	2023-11-25T07:07Z	517		
alice_kosmos	online	2023-11-27T22:06Z	2023-11-28T07:10Z	544	2	offline 23:31 to 00:44
alice_kosmos	online	2023-11-28T22:15Z	2023-11-29T05:16Z	421		
alice_kosmos	online	2023-11-29T22:57Z	2023-11-30T06:40Z	463		
alice_kosmos	online	2023-12-02T22:48Z	2023-12-03T05:58Z	430	2	
alice_kosmos	online	2023-12-03T23:09Z	2023-12-04T06:52Z	463		
alice_kosmos	online	2023-12-05T22:36Z	2023-12-06T06:28Z	472	1	
alice_kosmos	online	2023-12-06T22:42Z	2023-12-07T07:04Z	502		
alice_kosmos	online	2023-12-08T22:45Z	2023-12-09T05:16Z	391	1	
alice_kosmos	online	2023-12-11T23:18Z	2023-12-12T05:43Z	385	2	
alice_kosmos	online	2023-12-12T22:54Z	2023-12-13T07:31Z	517		offline 02:37 to 03:02
alice_kosmos	online	2023-12-13T22:54Z	2023-12-14T06:43Z	469		
alice_kosmos	online	2023-12-14T22:18Z	2023-12-15T04:43Z	385		
alice_kosmos	online	2023-12-16T23:36Z	2023-12-17T06:01Z	385	1	
alice_kosmos	online	2023-12-17T22:48Z	2023-12-18T05:34Z	406		
alice_kosmos	online	2023-12-20T22:24Z	2023-12-21T06:04Z	460	2	
alice_kosmos	online	2023-12-21T23:33Z	2023-12-22T06:16Z	403		
alice_kosmos	online	2023-12-23T23:15Z	2023-12-24T06:25Z	430	1	
alice_kosmos	online	2023-12-24T22:24Z	2023-12-25T07:07Z	523		
alice_kosmos	online	2023-12-25T22:33Z	2023-12-26T05:19Z	406		🎄
alice_kosmos	online	2024-01-08T23:57Z	2024-01-09T12:45Z	768	13	offline 09:37 to 10:35
alice_kosmos	online	2024-01-12T23:57Z	2024-01-13T09:34Z	577	3	offline 04:31 to 06:44
alice_kosmos	online	2024-01-15T01:57Z	2024-01-15T10:43Z	526	1	
alice_kosmos	online	2024-01-16T01:09Z	2024-01-16T09:43Z	514		
alice_kosmos	online	2024-01-17T02:06Z	2024-01-17T09:52Z	466		
alice_kosmos	online	2024-01-18T22:51Z	2024-01-19T05:25Z	394	1	
alice_kosmos	online	2024-01-22T03:33Z	2024-01-22T12:37Z	544	2	
alice_kosmos	online	2024-01-23T01:51Z	2024-01-23T10:16Z	505		
alice_kosmos	online	2024-01-23T23:12Z	2024-01-24T07:49Z	517		
alice_kosmos	online	2024-02-15T22:03Z	2024-02-16T02:31Z	268	22	
alice_kosmos	online	2024-02-18T22:57Z	2024-02-19T06:01Z	424	2	
alice_kosmos	online	2024-02-19T22:42Z	2024-02-20T06:43Z	481		
alice_kosmos	online	2024-02-20T21:57Z	2024-02-21T05:28Z	451		
alice_kosmos	online	2024-02-22T22:12Z	2024-02-23T06:37Z	505	1	
alice_kosmos	online	2024-02-23T23:24Z	2024-02-24T09:55Z	631		
alice_kosmos	online	2024-02-24T23:27Z	2024-02-25T07:55Z	508		
alice_kosmos	online	2024-02-26T00:03Z	2024-02-26T02:13Z	130		
alice_kosmos	online	2024-02-27T01:06Z	2024-02-27T05:43Z	277		
alice_kosmos	online	2024-02-29T01:27Z	2024-02-29T08:58Z	451	1	
alice_kosmos	online	2024-03-01T01:18Z	2024-03-01T09:01Z	463		
alice_kosmos	online	2024-03-02T03:21Z	2024-03-02T07:16Z	235		
alice_kosmos	online	2024-03-05T06:51Z	2024-03-05T14:34Z	463	2	
alice_kosmos	online	2024-03-09T09:36Z	2024-03-09T17:58Z	502	3	
alice_kosmos	online	2024-03-11T08:36Z	2024-03-11T18:37Z	601	1	
alice_kosmos	online	2024-03-12T09:30Z	2024-03-12T12:54Z	204		
alice_kosmos	online	2024-03-13T10:33Z	2024-03-13T20:07Z	574		
alice_kosmos	online	2024-03-15T11:03Z	2024-03-15T21:37Z	634	1	offline 14:43 to 15:35
alice_kosmos	online	2024-03-16T07:45Z	2024-03-16T16:25Z	520		
alice_kosmos	online	2024-03-17T07:48Z	2024-03-17T16:22Z	514		
alice_kosmos	online	2024-03-19T08:51Z	2024-03-19T18:46Z	595	1	offline 09:52 to 11:11
alice_kosmos	online	2024-04-19T14:12Z	2024-04-19T23:58Z	586	30	🔝
alice_kosmos	online	2024-04-20T13:45Z	2024-04-20T20:46Z	421		
alice_kosmos	online	2024-05-04T17:06Z	2024-05-05T00:46Z	460	14	
alice_kosmos	online	2024-05-05T19:54Z	2024-05-06T02:25Z	391		
alice_kosmos	online	2024-05-06T17:42Z	2024-05-07T03:01Z	559		
alice_kosmos	online	2024-05-08T15:57Z	2024-05-09T02:07Z	610	1	
alice_kosmos	online	2024-05-10T15:57Z	2024-05-11T04:13Z	736	1	
alice_kosmos	online	2024-05-11T16:48Z	2024-05-12T03:04Z	616		
alice_kosmos	online	2024-05-13T19:12Z	2024-05-14T03:16Z	484	1	
alice_kosmos	online	2024-05-14T22:21Z	2024-05-15T01:43Z	202		
alice_kosmos	online	2024-05-16T16:45Z	2024-05-17T03:16Z	631	1	
alice_kosmos	online	2024-06-05T18:03Z	2024-06-06T03:04Z	541	19	
alice_kosmos	online	2024-06-06T19:51Z	2024-06-07T03:34Z	463		
alice_kosmos	online	2024-06-08T21:39Z	2024-06-09T05:19Z	460	1	
alice_kosmos	online	2024-06-09T21:42Z	2024-06-10T03:58Z	376		
alice_kosmos	online	2024-06-11T22:27Z	2024-06-12T04:49Z	382	1	
alice_kosmos	online	2024-06-12T18:03Z	2024-06-13T02:40Z	517		
alice_kosmos	online	2024-06-15T22:36Z	2024-06-16T06:22Z	466	2	
alice_kosmos	online	2024-06-19T21:09Z	2024-06-20T05:37Z	508	3	
alice_kosmos	online	2024-06-21T21:42Z	2024-06-22T04:04Z	382	1	
alice_kosmos	online	2024-07-05T00:06Z	2024-07-05T03:15Z	189	12	🇺🇸; recovering from cold; no lush, no obs text (levels)
alice_kosmos	online	2024-07-26T03:22Z	2024-07-26T05:52Z	150	20	no lush (time of month)
alice_kosmos	online	2024-07-27T01:31Z	2024-07-27T08:28Z	417		no lush at start (time of month)
alice_kosmos	online	2024-07-28T22:07Z	2024-07-29T05:34Z	447	1	
alice_kosmos	online	2024-07-29T23:27Z	2024-07-30T07:18Z	471		
alice_kosmos	online	2024-07-30T23:32Z	2024-07-31T07:29Z	477		
alice_kosmos	online	2024-08-01T23:27Z	2024-08-02T06:50Z	443	1	
alice_kosmos	online	2024-08-02T23:07Z	2024-08-03T06:32Z	445		
alice_kosmos	online	2024-08-03T23:22Z	2024-08-04T06:18Z	416		
alice_kosmos	online	2024-08-04T22:05Z	2024-08-05T00:43Z	158		
alice_kosmos	online	2024-08-05T23:02Z	2024-08-06T05:02Z	360		
alice_kosmos	online	2024-08-07T22:33Z	2024-08-08T10:35Z	722	1	
alice_kosmos	online	2024-08-09T22:55Z	2024-08-10T07:33Z	518	1	
alice_kosmos	online	2024-08-10T22:26Z	2024-08-11T07:45Z	559		
alice_kosmos	online	2024-08-13T12:30Z	2024-08-13T13:01Z	31	2	
alice_kosmos	online	2024-08-14T12:08Z	2024-08-14T19:59Z	471		
alice_kosmos	online	2024-08-17T11:10Z	2024-08-17T19:37Z	507	2	
alice_kosmos	online	2024-08-18T10:15Z	2024-08-18T15:31Z	316		
alice_kosmos	online	2024-08-19T12:18Z	2024-08-19T13:36Z	78		
alice_kosmos	online	2024-08-20T10:15Z	2024-08-20T17:38Z	443		
alice_kosmos	online	2024-08-21T11:12Z	2024-08-21T19:00Z	468		
alice_kosmos	online	2024-08-22T07:49Z	2024-08-22T11:23Z	214		
alice_kosmos	online	2024-08-24T08:10Z	2024-08-24T15:53Z	463	1	
alice_kosmos	online	2024-09-03T10:22Z	2024-09-03T17:59Z	457	9	birthday; hairbrush "paddle"
alice_kosmos	online	2024-09-13T10:30Z	2024-09-13T19:08Z	518	9	offline 16:44 to 17:20
alice_kosmos	online	2024-09-16T10:16Z	2024-09-16T17:43Z	447	2	offline 10:46 to 11:35
alice_kosmos	online	2024-10-03T10:22Z	2024-10-03T15:45Z	323	16	back from vacation in the mountains
alice_kosmos	online	2024-11-04T17:12Z	2024-11-04T23:48Z	396	31	🔝🔝; back from family matters; new splash screens
alice_kosmos	online	2024-11-29T18:44Z	2024-11-30T01:45Z	421	24	back from further family matters
alice_kosmos	online	2024-11-30T18:00Z	2024-12-01T01:49Z	469		— vaginal health / no penetration (approximate) —
alice_kosmos	online	2024-12-17T21:06Z	2024-12-18T01:45Z	279	16	
alice_kosmos	online	2024-12-18T18:00Z	2024-12-19T01:55Z	475		
alice_kosmos	online	2024-12-19T18:15Z	2024-12-20T01:34Z	439		
alice_kosmos	online	2024-12-20T19:02Z	2024-12-21T01:24Z	382		
alice_kosmos	online	2024-12-23T20:25Z	2024-12-24T02:18Z	353	2	
alice_kosmos	online	2024-12-26T18:54Z	2024-12-27T02:15Z	441	2	
alice_kosmos	online	2024-12-27T18:27Z	2024-12-28T02:11Z	464		
alice_kosmos	online	2025-01-05T20:41Z	2025-01-06T04:06Z	445	8	offline 01:06 to 01:36
alice_kosmos	online	2025-01-06T20:06Z	2025-01-07T01:40Z	334		
alice_kosmos	online	2025-01-09T21:39Z	2025-01-10T05:10Z	451	2	offline 23:18 to 23:57
alice_kosmos	online	2025-01-12T21:06Z	2025-01-13T05:13Z	487	2	offline 00:00 to 00:33
alice_kosmos	online	2025-01-13T00:33Z	2025-01-13T05:13Z	280		
alice_kosmos	online	2025-01-13T20:48Z	2025-01-14T05:04Z	496		
alice_kosmos	online	2025-01-16T21:36Z	2025-01-17T05:07Z	451	2	
alice_kosmos	online	2025-01-17T21:12Z	2025-01-18T05:22Z	490		
alice_kosmos	online	2025-01-19T21:51Z	2025-01-20T05:13Z	442	1	
alice_kosmos	online	2025-01-21T21:54Z	2025-01-22T04:19Z	385	1	
alice_kosmos	online	2025-01-22T22:00Z	2025-01-23T05:43Z	463		
alice_kosmos	online	2025-01-23T22:09Z	2025-01-24T03:49Z	340		offline 22:33 to 22:51
alice_kosmos	online	2025-01-27T22:27Z	2025-01-28T06:28Z	481	3	
alice_kosmos	online	2025-01-28T22:54Z	2025-01-29T06:49Z	475		
alice_kosmos	online	2025-01-30T23:15Z	2025-01-31T07:34Z	499	1	
alice_kosmos	online	2025-01-31T22:27Z	2025-02-01T05:04Z	397		
alice_kosmos	online	2025-02-02T23:06Z	2025-02-03T06:43Z	457	1	
alice_kosmos	online	2025-02-16T23:06Z	2025-02-17T06:34Z	448	13	
alice_kosmos	online	2025-02-17T23:06Z	2025-02-18T05:10Z	364		
alice_kosmos	online	2025-02-19T00:27Z	2025-02-19T05:58Z	331		
alice_kosmos	online	2025-02-21T00:57Z	2025-02-21T08:13Z	436	1	
alice_kosmos	online	2025-02-21T21:45Z	2025-02-22T05:55Z	490		
alice_kosmos	online	2025-03-12T20:12Z	2025-03-13T01:22Z	310	18	
alice_kosmos	online	2025-03-13T19:12Z	2025-03-14T00:46Z	334		
alice_kosmos	online	2025-03-18T21:36Z	2025-03-19T03:10Z	334	4	
alice_kosmos	online	2025-03-23T21:09Z	2025-03-24T02:55Z	346	4	
alice_kosmos	online	2025-03-26T21:03Z	2025-03-27T04:04Z	421	2	
alice_kosmos	online	2025-03-27T19:42Z	2025-03-28T03:34Z	472		
alice_kosmos	online	2025-04-04T21:39Z	2025-04-05T05:07Z	448	7	
alice_kosmos	online	2025-04-07T23:03Z	2025-04-08T02:55Z	232	2	
alice_kosmos	online	2025-04-08T21:18Z	2025-04-09T00:25Z	187		
alice_kosmos	online	2025-05-06T21:01Z	2025-05-07T03:37Z	396	27	brief start at 20:28
alice_kosmos	online	2025-05-07T21:06Z	2025-05-08T03:20Z	374		
alice_kosmos	online	2025-05-08T21:59Z	2025-05-09T05:15Z	436		
alice_kosmos	online	2025-05-09T01:44Z	2025-05-09T05:19Z	215		
alice_kosmos	online	2025-05-10T21:40Z	2025-05-11T04:54Z	434	1	
alice_kosmos	online	2025-05-12T21:26Z	2025-05-13T03:11Z	345	1	offline 02:48 to 03:06
alice_kosmos	online	2025-05-13T21:45Z	2025-05-14T05:31Z	466		
alice_kosmos	online	2025-05-14T22:06Z	2025-05-15T04:24Z	378		
alice_kosmos	online	2025-05-16T21:21Z	2025-05-17T05:17Z	476	1	
alice_kosmos	online	2025-05-20T21:26Z	2025-05-21T04:22Z	416	3	
alice_kosmos	online	2025-05-23T23:43Z	2025-05-24T05:40Z	357	2	
alice_kosmos	online	2025-05-26T23:59Z	2025-05-27T07:19Z	440	2	
alice_kosmos	online	2025-05-30T00:00Z	2025-05-30T05:42Z	342	2	
alice_kosmos	online	2025-05-31T00:35Z	2025-05-31T05:53Z	318		
alice_kosmos	online	2025-06-02T23:54Z	2025-06-03T07:20Z	446	2	
alice_kosmos	online	2025-06-05T23:18Z	2025-06-06T06:36Z	438	2	
alice_kosmos	online	2025-06-15T00:35Z	2025-06-15T07:40Z	425	8	
alice_kosmos	online	2025-06-15T23:53Z	2025-06-16T03:06Z	193		
alice_kosmos	online	2025-06-19T00:31Z	2025-06-19T06:26Z	355	2	
alice_kosmos	online	2025-06-20T00:45Z	2025-06-20T06:11Z	326		
alice_kosmos	online	2025-06-21T00:25Z	2025-06-21T06:24Z	359		
alice_kosmos	online	2025-06-22T00:43Z	2025-06-22T06:50Z	367		
alice_kosmos	online	2025-07-28T22:15Z	2025-07-29T04:14Z	359	35	🔝🔝
alice_kosmos	online	2025-07-30T20:41Z	2025-07-31T04:40Z	479	1	
alice_kosmos	online	2025-08-03T21:01Z	2025-08-03T23:55Z	174	3	Alice having internet connectivity problems
alice_kosmos	online	2025-08-09T21:51Z	2025-08-10T08:16Z	625	5	
alice_kosmos	online	2025-08-10T20:18Z	2025-08-11T04:19Z	481		
alice_kosmos	online	2025-08-12T20:24Z	2025-08-13T06:46Z	622	1	offline 00:55 to 01:20
alice_kosmos	online	2025-08-13T21:33Z	2025-08-14T06:22Z	529		
alice_kosmos	online	2025-08-14T21:39Z	2025-08-14T23:55Z	136		
alice_kosmos	online	2025-08-17T21:51Z	2025-08-18T01:49Z	238	2	
alice_kosmos	online	2025-08-18T22:42Z	2025-08-19T06:46Z	484		
alice_kosmos	online	2025-08-19T22:30Z	2025-08-20T05:52Z	442		
alice_kosmos	online	2025-08-21T22:03Z	2025-08-22T07:04Z	541	1	
alice_kosmos	online	2025-08-23T22:09Z	2025-08-24T07:42Z	573	1	
alice_kosmos	online	2025-08-24T22:48Z	2025-08-25T01:43Z	175		
alice_kosmos	online	2025-08-26T21:27Z	2025-08-27T04:16Z	409	1	
alice_kosmos	online	2025-09-03T02:51Z	2025-09-03T12:31Z	580	7	
alice_kosmos	online	2025-09-04T01:57Z	2025-09-04T05:07Z	190		
alice_kosmos	online	2025-09-06T00:15Z	2025-09-06T06:31Z	376	1	
alice_kosmos	online	2025-09-07T00:00Z	2025-09-07T07:28Z	448		
alice_kosmos	online	2025-09-08T00:06Z	2025-09-08T01:40Z	94		
alice_kosmos	online	2025-09-11T20:51Z	2025-09-12T03:46Z	415	2	
alice_kosmos	online	2025-09-12T21:54Z	2025-09-13T05:01Z	427		
alice_kosmos	online	2025-09-13T21:57Z	2025-09-14T04:43Z	406		
alice_kosmos	online	2025-09-20T01:39Z	2025-09-20T09:46Z	487	5	
alice_kosmos	online	2025-09-20T23:30Z	2025-09-21T08:31Z	541		ticket show w/ dildo f*ck
alice_kosmos	online	2025-09-21T23:18Z	2025-09-22T05:46Z	388		
alice_kosmos	online	2025-09-23T21:30Z	2025-09-24T06:16Z	526	1	
alice_kosmos	online	2025-10-12T23:24Z	2025-10-13T07:46Z	502	17	
